fk_euv,fecha_recepcion,fecha_hechos,SubtipoOrd,dependencia,pk_dependencia,MunHecho
3117600474,15/03/2018,09/11/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600475,15/03/2018,09/11/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117202378,15/03/2018,10/02/2015,Emergencia,PODER JUDICIAL,176,Tizimín
3117600476,16/03/2018,09/03/2015,Emergencia,PODER JUDICIAL,176,Tizimín
3117600477,16/03/2018,31/03/2015,Emergencia,PODER JUDICIAL,176,Tizimín
3117600478,16/03/2018,01/04/2015,Emergencia,PODER JUDICIAL,176,Tizimín
3117600479,16/03/2018,23/09/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600481,16/03/2018,23/09/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600482,16/03/2018,11/11/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600483,16/03/2018,10/11/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600484,16/03/2018,25/11/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600485,16/03/2018,06/11/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600486,16/03/2018,26/11/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600488,16/03/2018,26/03/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600488,16/03/2018,26/03/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600489,16/03/2018,27/03/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600490,16/03/2018,26/01/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600492,16/03/2018,18/02/2016,Emergencia,PODER JUDICIAL,176,Tizimín
3117600493,16/03/2018,13/03/2016,Emergencia,PODER JUDICIAL,176,Tizimín
3117600497,20/03/2018,25/05/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600496,20/03/2018,29/03/2016,Emergencia,PODER JUDICIAL,176,Kanasín
3117600498,20/03/2018,31/03/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117205426,20/03/2018,27/05/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600500,20/03/2018,27/05/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600501,20/03/2018,27/05/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600502,20/03/2018,01/06/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600503,20/03/2018,28/05/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600504,20/03/2018,24/05/2016,Emergencia,PODER JUDICIAL,176,Tizimín
3117600505,20/03/2018,28/05/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600506,20/03/2018,16/08/2016,Emergencia,PODER JUDICIAL,176,Espita
3117600507,20/03/2018,28/05/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600507,20/03/2018,28/05/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600508,20/03/2018,14/05/2016,Emergencia,PODER JUDICIAL,176,Tizimín
3117204485,20/03/2018,20/07/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600510,20/03/2018,11/09/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600509,20/03/2018,01/06/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600511,20/03/2018,29/09/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600513,20/03/2018,30/11/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600514,20/03/2018,07/07/2016,Emergencia,PODER JUDICIAL,176,Progreso
3117600512,20/03/2018,01/06/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600268,20/03/2018,02/12/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600516,21/03/2018,01/06/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600516,21/03/2018,01/06/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600517,21/03/2018,22/02/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600518,21/03/2018,03/02/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600519,21/03/2018,04/02/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600520,21/03/2018,03/06/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600520,21/03/2018,03/06/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600521,21/03/2018,05/02/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600522,21/03/2018,02/08/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600522,21/03/2018,02/08/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117204584,21/03/2018,23/10/2016,Emergencia,PODER JUDICIAL,176,Progreso
3117600523,21/03/2018,05/02/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117201403,21/03/2018,23/01/2017,Emergencia,PODER JUDICIAL,176,Progreso
3117600524,21/03/2018,02/08/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600524,21/03/2018,02/08/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600526,21/03/2018,14/09/2016,Emergencia,PODER JUDICIAL,176,Progreso
3117600525,21/03/2018,05/02/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600527,21/03/2018,11/10/2016,Emergencia,PODER JUDICIAL,176,Progreso
3117600527,21/03/2018,11/10/2016,Emergencia,PODER JUDICIAL,176,Progreso
3117600528,21/03/2018,05/02/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600529,21/03/2018,04/08/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600530,21/03/2018,06/04/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600531,21/03/2018,23/10/2016,Emergencia,PODER JUDICIAL,176,Progreso
3117600532,21/03/2018,08/04/2016,Emergencia,PODER JUDICIAL,176,Peto
3117600533,21/03/2018,04/02/2017,Emergencia,PODER JUDICIAL,176,Progreso
3117600535,21/03/2018,28/03/2017,Emergencia,PODER JUDICIAL,176,Progreso
3117600534,21/03/2018,05/08/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600536,21/03/2018,09/06/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600538,21/03/2018,29/01/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600539,21/03/2018,04/09/2017,Emergencia,PODER JUDICIAL,176,Progreso
3117203367,21/03/2018,08/08/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600541,21/03/2018,12/08/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600540,21/03/2018,28/09/2017,Emergencia,PODER JUDICIAL,176,Progreso
3117600542,22/03/2018,03/06/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600544,22/03/2018,23/02/2017,Emergencia,PODER JUDICIAL,176,Yobaín
3117600545,22/03/2018,10/10/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600547,22/03/2018,16/12/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600546,22/03/2018,24/02/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600548,22/03/2018,04/10/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600549,22/03/2018,22/02/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600551,22/03/2018,26/01/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600550,22/03/2018,05/10/2016,Emergencia,PODER JUDICIAL,176,Mocochá
3117600552,22/03/2018,08/04/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600553,22/03/2018,05/10/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600554,22/03/2018,28/12/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600555,22/03/2018,19/09/2017,Emergencia,PODER JUDICIAL,176,Motul
3117600556,22/03/2018,06/10/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600557,22/03/2018,27/03/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600558,22/03/2018,25/07/2017,Emergencia,PODER JUDICIAL,176,Motul
3117600559,22/03/2018,28/03/2017,Emergencia,PODER JUDICIAL,176,Mérida
3116900032,22/03/2018,06/10/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600561,22/03/2018,28/03/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600562,22/03/2018,21/01/2015,Emergencia,PODER JUDICIAL,176,Valladolid
3117600564,22/03/2018,13/01/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600564,22/03/2018,13/01/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600563,22/03/2018,28/03/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600565,22/03/2018,26/03/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600566,22/03/2018,30/03/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600567,22/03/2018,31/03/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600568,22/03/2018,13/01/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600569,22/03/2018,08/08/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600570,23/03/2018,12/06/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600571,23/03/2018,12/08/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600572,23/03/2018,25/09/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117201019,23/03/2018,13/06/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117201244,23/03/2018,13/06/2017,Emergencia,PODER JUDICIAL,176,Hunucmá
3117600574,23/03/2018,16/06/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600575,23/03/2018,04/01/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600576,23/03/2018,15/08/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600577,23/03/2018,03/10/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600578,23/03/2018,05/10/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600579,23/03/2018,06/10/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600580,23/03/2018,30/09/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600582,23/03/2018,03/12/2017,Emergencia,PODER JUDICIAL,176,Progreso
3117200439,23/03/2018,06/10/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600584,23/03/2018,02/08/2017,Emergencia,PODER JUDICIAL,176,Chicxulub Pueblo
3117600585,23/03/2018,08/07/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600586,23/03/2018,03/12/2016,Emergencia,PODER JUDICIAL,176,Umán
3117600587,26/03/2018,17/04/2017,Emergencia,PODER JUDICIAL,176,Umán
3117600588,26/03/2018,19/05/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600589,26/03/2018,12/07/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600590,26/03/2018,14/07/2017,Emergencia,PODER JUDICIAL,176,Umán
3117600291,26/03/2018,08/09/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117205616,26/03/2018,10/09/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600593,26/03/2018,10/09/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600594,26/03/2018,11/01/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600595,26/03/2018,09/04/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600595,26/03/2018,09/04/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600595,26/03/2018,09/04/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600595,26/03/2018,09/04/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600595,26/03/2018,09/04/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600596,26/03/2018,14/01/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600597,26/03/2018,15/01/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600595,27/03/2018,04/02/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600595,27/03/2018,04/02/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600599,27/03/2018,06/10/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600598,27/03/2018,15/03/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600598,27/03/2018,15/03/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600600,27/03/2018,16/03/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600601,27/03/2018,23/04/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600602,27/03/2018,16/03/2016,Emergencia,PODER JUDICIAL,176,Conkal
3117600603,27/03/2018,19/01/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600603,27/03/2018,19/01/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600604,27/03/2018,17/03/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600605,27/03/2018,15/12/2017,Emergencia,PODER JUDICIAL,176,Kanasín
3117600606,27/03/2018,03/01/2018,Emergencia,PODER JUDICIAL,176,Timucuy
3117600607,27/03/2018,18/03/2016,Emergencia,PODER JUDICIAL,176,Maxcanú
3117600608,27/03/2018,02/09/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117204690,27/03/2018,19/03/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117204690,27/03/2018,19/03/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600609,27/03/2018,17/05/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600609,27/03/2018,17/05/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600560,22/03/2018,05/02/2015,Emergencia,PODER JUDICIAL,176,Valladolid
3117600611,27/03/2018,17/05/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600612,27/03/2018,18/05/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600613,27/03/2018,05/03/2018,Emergencia,PODER JUDICIAL,176,Progreso
3117600614,27/03/2018,17/02/2018,Emergencia,PODER JUDICIAL,176,Umán
3117600615,27/03/2018,20/05/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600615,27/03/2018,20/05/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117205651,27/03/2018,10/02/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600616,27/03/2018,20/05/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600616,27/03/2018,20/05/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600617,27/03/2018,20/05/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600617,27/03/2018,20/05/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600618,27/03/2018,20/05/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117206774,28/03/2018,22/03/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Progreso
3117600619,28/03/2018,13/04/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600621,28/03/2018,14/04/2015,Emergencia,PODER JUDICIAL,176,Buctzotz
3117600623,28/03/2018,15/04/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600625,28/03/2018,23/11/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600626,28/03/2018,18/06/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600627,28/03/2018,23/11/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600629,28/03/2018,24/11/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600630,28/03/2018,25/11/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600628,28/03/2018,19/06/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600632,28/03/2018,23/09/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600633,28/03/2018,19/10/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600634,28/03/2018,22/10/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600635,28/03/2018,23/10/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600636,28/03/2018,08/12/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600637,28/03/2018,11/12/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600638,28/03/2018,30/09/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600639,28/03/2018,23/02/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600640,28/03/2018,23/02/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600641,28/03/2018,24/02/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117206783,03/04/2018,13/03/2018,Seleccione,SECRETARIA DE LAS MUJERES,172,Kanasín
3117206787,03/04/2018,20/03/2018,Seleccione,SECRETARIA DE LAS MUJERES,172,Kanasín
3116900403,03/04/2018,14/03/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600645,04/04/2018,12/12/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600646,04/04/2018,29/04/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600647,04/04/2018,30/06/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600649,04/04/2018,01/07/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117200953,04/04/2018,07/03/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117200953,04/04/2018,07/03/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600651,04/04/2018,02/07/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600652,04/04/2018,08/03/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600653,04/04/2018,26/09/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600654,04/04/2018,07/03/2017,Seleccione,PODER JUDICIAL,176,Mérida
3117600655,04/04/2018,30/09/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600656,04/04/2018,08/05/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600657,04/04/2018,03/11/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600658,04/04/2018,13/02/2017,Emergencia,PODER JUDICIAL,176,Conkal
3117600659,04/04/2018,17/04/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600660,04/04/2018,19/04/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600662,05/04/2018,15/05/2015,Emergencia,PODER JUDICIAL,176,Telchac Puerto
3117600662,05/04/2018,15/05/2015,Emergencia,PODER JUDICIAL,176,Telchac Puerto
3117600663,05/04/2018,27/11/2015,Emergencia,PODER JUDICIAL,176,Motul
3117600665,05/04/2018,28/01/2015,Emergencia,PODER JUDICIAL,176,Sinanché
3117600666,05/04/2018,18/05/2015,Emergencia,PODER JUDICIAL,176,Dzidzantún
3117600667,05/04/2018,25/10/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600668,05/04/2018,12/12/2017,Emergencia,PODER JUDICIAL,176,Mérida
3116900475,08/04/2018,15/03/2018,Preventiva,SECRETARIA DE LAS MUJERES,172,Mérida
3117600670,09/04/2018,08/01/2015,Emergencia,PODER JUDICIAL,176,Peto
3117600671,09/04/2018,13/02/2018,Emergencia,PODER JUDICIAL,176,Tekax
3117600672,09/04/2018,12/07/2015,Emergencia,PODER JUDICIAL,176,Tekax
3116700040,09/04/2018,04/01/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117600673,09/04/2018,24/07/2015,Emergencia,PODER JUDICIAL,176,Peto
3117600674,09/04/2018,11/08/2015,Emergencia,PODER JUDICIAL,176,Akil
3117600675,09/04/2018,08/09/2015,Emergencia,PODER JUDICIAL,176,Akil
3117600676,09/04/2018,15/12/2015,Emergencia,PODER JUDICIAL,176,Tekax
3117600677,09/04/2018,11/04/2016,Emergencia,PODER JUDICIAL,176,Tekax
3117600678,09/04/2018,22/03/2017,Emergencia,PODER JUDICIAL,176,Oxkutzcab
3117600681,10/04/2018,26/01/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600682,10/04/2018,31/07/2015,Emergencia,PODER JUDICIAL,176,Umán
3117600683,10/04/2018,28/03/2017,Emergencia,PODER JUDICIAL,176,Mérida
3116900486,10/04/2018,27/03/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117600684,10/04/2018,26/05/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600685,10/04/2018,06/04/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600686,10/04/2018,05/03/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117600688,11/04/2018,18/07/2016,Emergencia,PODER JUDICIAL,176,Mérida
3117600689,13/04/2018,14/05/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600689,13/04/2018,14/05/2017,Seleccione,PODER JUDICIAL,176,Mérida
3117600690,13/04/2018,14/11/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600691,13/04/2018,16/11/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600692,13/04/2018,17/11/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600694,13/04/2018,02/04/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117600695,13/04/2018,15/03/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600696,13/04/2018,16/02/2018,Emergencia,PODER JUDICIAL,176,Kanasín
3117600697,13/04/2018,03/03/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600698,13/04/2018,12/12/2017,Emergencia,PODER JUDICIAL,176,Mérida
3117600700,13/04/2018,30/01/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600701,16/04/2018,20/02/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600702,16/04/2018,13/02/2018,Emergencia,PODER JUDICIAL,176,Umán
3117600703,19/04/2018,21/02/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117206849,02/05/2018,08/03/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117600706,03/05/2018,03/06/2015,Emergencia,PODER JUDICIAL,176,Umán
3117206878,03/05/2018,11/04/2018,Seleccione,SECRETARIA DE LAS MUJERES,172,Umán
3117600707,03/05/2018,20/02/2018,Emergencia,PODER JUDICIAL,176,Umán
3117600708,07/05/2018,13/06/2015,Emergencia,PODER JUDICIAL,176,Mérida
3117206897,07/05/2018,09/04/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Chemax
3117206900,07/05/2018,11/04/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Valladolid
3117600537,21/03/2018,04/12/2014,Emergencia,PODER JUDICIAL,176,Mérida
3117206911,08/05/2018,25/04/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Uayma
3117600714,17/05/2018,16/05/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117206945,17/05/2018,03/05/2018,Preventiva,SECRETARIA DE LAS MUJERES,172,Progreso
3117206945,17/05/2018,03/05/2018,Preventiva,SECRETARIA DE LAS MUJERES,172,Progreso
3116900697,17/05/2018,26/04/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Progreso
3117206958,17/05/2018,17/04/2018,Preventiva,SECRETARIA DE LAS MUJERES,172,Progreso
3117206958,17/05/2018,17/04/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Progreso
3117206959,17/05/2018,02/05/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Tampico
3117206974,18/05/2018,10/04/2018,Seleccione,PODER JUDICIAL,176,Acanceh
3117206983,20/05/2018,02/04/2018,Seleccione,SECRETARIA DE LAS MUJERES,172,Kanasín
3116900762,21/05/2018,14/05/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117206999,21/05/2018,16/05/2018,Seleccione,PODER JUDICIAL,176,Umán
3117600715,22/05/2018,16/03/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600716,22/05/2018,02/03/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600716,22/05/2018,02/03/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600717,22/05/2018,21/02/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600718,22/05/2018,06/03/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600719,22/05/2018,07/03/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117207011,23/05/2018,08/05/2018,Seleccione,PODER JUDICIAL,176,Kanasín
3117207039,23/05/2018,13/04/2018,Preventiva,SECRETARIA DE LAS MUJERES,172,Mérida
3117207053,24/05/2018,10/04/2018,Preventiva,SECRETARIA DE LAS MUJERES,172,Mérida
3117207053,24/05/2018,10/04/2018,Preventiva,SECRETARIA DE LAS MUJERES,172,Mérida
3117207057,24/05/2018,18/05/2018,Preventiva,SECRETARIA DE LAS MUJERES,172,Mérida
3117207130,24/05/2018,07/05/2018,Preventiva,SECRETARIA DE LAS MUJERES,172,Mérida
3117600721,25/05/2018,28/03/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600741,11/06/2018,19/01/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600742,11/06/2018,19/01/2018,Emergencia,PODER JUDICIAL,176,Felipe Carrillo Puerto
3117600743,11/06/2018,19/01/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600744,11/06/2018,26/03/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600745,11/06/2018,26/03/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600746,11/06/2018,26/03/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117207216,11/06/2018,29/05/2018,Preventiva,SECRETARIA DE LAS MUJERES,172,Progreso
3117207216,11/06/2018,29/05/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Progreso
3117207226,12/06/2018,04/06/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Valladolid
3117207248,14/06/2018,07/06/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Valladolid
3117207249,14/06/2018,12/06/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Valladolid
3117207251,14/06/2018,14/06/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Chemax
3116700102,19/06/2018,15/05/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117600758,21/06/2018,20/06/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117600758,21/06/2018,20/06/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117100540,25/06/2018,14/04/2018,Emergencia,PODER JUDICIAL,176,Sotuta
3117207355,02/07/2018,11/06/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Kanasín
3117207355,02/07/2018,11/06/2018,Preventiva,SECRETARIA DE LAS MUJERES,172,Kanasín
3116901018,03/07/2018,25/06/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117207387,11/07/2018,10/07/2018,Preventiva,SECRETARIA DE LAS MUJERES,172,Progreso
3117207392,13/07/2018,09/07/2018,Seleccione,PODER JUDICIAL,176,Progreso
3117207420,16/07/2018,06/07/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117207434,17/07/2018,03/07/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Umán
3117207514,07/08/2018,25/07/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Tekal de Venegas
3117600803,10/08/2018,28/01/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600804,10/08/2018,09/02/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600805,10/08/2018,09/02/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600806,10/08/2018,22/06/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117600806,10/08/2018,22/06/2018,Seleccione,PODER JUDICIAL,176,Mérida
3117207569,15/08/2018,07/08/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Valladolid
3117207575,15/08/2018,20/07/2018,Seleccione,SECRETARIA DE LAS MUJERES,172,Chocholá
3117207593,15/08/2018,20/07/2018,Seleccione,PODER JUDICIAL,176,Dzán
3117207608,16/08/2018,15/08/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Muna
3116900453,24/08/2018,27/03/2018,Seleccione,SECRETARIA DE LAS MUJERES,172,Oxkutzcab
3117100729,30/08/2018,18/03/2018,Seleccione,PODER JUDICIAL,176,Ticul
3117207412,16/07/2018,02/07/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Kanasín
3116901285,03/09/2018,26/08/2018,Emergencia,PODER JUDICIAL,176,Mérida
3117207689,07/09/2018,17/08/2018,Emergencia,SECRETARIA DE LAS MUJERES,172,Muna
